ID,Name,ImgPath,InList,Caught,Order
428,Lopunny,Lopunny,true,true,590
7027,Mega Lopunny,Lopunny-Mega,false,false,10056
429,Mismagius,Mismagius,true,true,591
430,Honchkrow,Honchkrow,true,true,592
431,Glameow,Glameow,true,true,593
432,Purugly,Purugly,true,true,594
433,Chingling,Chingling,true,true,595
434,Stunky,Stunky,true,true,596
435,Skuntank,Skuntank,true,true,597
436,Bronzor,Bronzor,true,true,598
437,Bronzong,Bronzong,true,true,599
438,Bonsly,Bonsly,true,true,600
439,Mime Jr.,Mime-Jr,true,true,601
440,Happiny,Happiny,true,true,602
441,Chatot,Chatot,true,true,603
442,Spiritomb,Spiritomb,true,true,604
443,Gible,Gible,true,true,605
5080,Gible (Female),Gible,true,true,606
444,Gabite,Gabite,true,true,607
5081,Gabite (Female),Gabite,true,true,608
445,Garchomp,Garchomp,true,true,609
5082,Garchomp (Female),Garchomp,true,true,610
7018,Mega Garchomp,Garchomp-Mega,false,false,10057
446,Munchlax,Munchlax,true,true,611
447,Riolu,Riolu,true,true,612
448,Lucario,Lucario,true,true,613
7028,Mega Lucario,Lucario-Mega,false,false,10058
449,Hippopotas,Hippopotas,true,true,614
5083,Hippopotas (Female),female/Hippopotas,true,true,615
450,Hippowdon,Hippowdon,true,true,616
5084,Hippowdon (Female),female/Hippowdon,true,true,617
451,Skorupi,Skorupi,true,true,618
452,Drapion,Drapion,true,true,619
453,Croagunk,Croagunk,true,true,620
5085,Croagunk (Female),Croagunk,true,true,621
454,Toxicroak,Toxicroak,true,true,622
5086,Toxicroak (Female),Toxicroak,true,true,623
455,Carnivine,Carnivine,true,true,624
456,Finneon,Finneon,true,true,625
5087,Finneon (Female),Finneon,true,true,626
457,Lumineon,Lumineon,true,true,627
5088,Lumineon (Female),Lumineon,true,true,628
458,Mantyke,Mantyke,true,true,629
459,Snover,Snover,true,true,630
5089,Snover (Female),Snover,true,true,631
460,Abomasnow,Abomasnow,true,true,632
5090,Abomasnow (Female),Abomasnow,true,true,633
7001,Mega Abomasnow,Abomasnow-Mega,false,false,10059
461,Weavile,Weavile,true,true,634
5091,Weavile (Female),Weavile,true,true,635
462,Magnezone,Magnezone,true,true,636
463,Lickilicky,Lickilicky,true,true,637
464,Rhyperior,Rhyperior,true,true,638
5092,Rhyperior (Female),Rhyperior,true,true,639
465,Tangrowth,Tangrowth,true,true,640
5093,Tangrowth (Female),Tangrowth,true,true,641
466,Electivire,Electivire,true,true,642
467,Magmortar,Magmortar,true,true,643
468,Togekiss,Togekiss,true,true,644
469,Yanmega,Yanmega,true,true,645
470,Leafeon,Leafeon,true,true,646
471,Glaceon,Glaceon,true,true,647
472,Gliscor,Gliscor,true,true,648
473,Mamoswine,Mamoswine,true,true,649
5094,Mamoswine (Female),Mamoswine,true,true,650
474,Porygon-Z,Porygon-Z,true,true,651
475,Gallade,Gallade,true,true,652
7017,Mega Gallade,Gallade-Mega,false,false,10060
476,Probopass,Probopass,true,true,653
477,Dusknoir,Dusknoir,true,true,654
478,Froslass,Froslass,true,true,655
479,Rotom,Rotom,true,true,656
6071,Fan Rotom,Rotom-Fan,true,true,657
6072,Frost Rotom,Rotom-Frost,true,true,658
6073,Heat Rotom,Rotom-Heat,true,true,659
6074,Mox Rotom,Rotom-Mow,true,true,660
6075,Wash Rotom,Rotom-Wash,true,true,661
480,Uxie,Uxie,true,true,662
481,Mesprit,Mesprit,true,true,663
482,Azelf,Azelf,true,true,664
483,Dialga,Dialga,true,true,665
484,Palkia,Palkia,true,true,666
485,Heatran,Heatran,true,true,667
486,Regigigas,Regigigas,true,true,668
487,Giratina (Altered),Giratina,true,true,669
6027,Giratina (Origin),Giratina-Origin,true,true,670
488,Cresselia,Cresselia,true,true,671
489,Phione,Phione,true,true,672
490,Manaphy,Manaphy,true,true,673
491,Darkrai,Darkrai,true,true,674
492,Shaymin (Land),Shaymin,true,true,675
6079,Shaymin (Shy),Shaymin-Sky,true,true,676
493,Arceus,Arceus,true,true,677
9201,Arceus - Bug,arceus-bug,false,false,10061
9202,Arceus - Dark,arceus-dark,false,false,10062
9203,Arceus - Dragon,arceus-dragon,false,false,10063
9204,Arceus - Electric,arceus-electric,false,false,10064
9205,Arceus - Fairy,arceus-fairy,false,false,10065
9206,Arceus - Fighting,arceus-fighting,false,false,10066
9207,Arceus - Fire,arceus-fire,false,false,10067
9208,Arceus - Flying,arceus-flying,false,false,10068
9209,Arceus - Ghost,arceus-ghost,false,false,10069
9210,Arceus - Grass,arceus-grass,false,false,10070
9211,Arceus - Ground,arceus-ground,false,false,10071
9212,Arceus - Ice,arceus-ice,false,false,10072
9213,Arceus - Poison,arceus-poison,false,false,10073
9214,Arceus - Psychic,arceus-psychic,false,false,10074
9215,Arceus - Rock,arceus-rock,false,false,10075
9216,Arceus - Steel,arceus-steel,false,false,10076
9217,Arceus - Water,arceus-water,false,false,10077
494,Victini,Victini,true,true,678
495,Snivy,Snivy,true,true,679
496,Servine,Servine,true,true,680
497,Serperior,Serperior,true,true,681
498,Tepig,Tepig,true,true,682
499,Pignite,Pignite,true,true,683
500,Emboar,Emboar,true,true,684
501,Oshawott,Oshawott,true,true,685
502,Dewott,Dewott,true,true,686
503,Samurott,Samurott,true,true,687
504,Patrat,Patrat,true,true,688
505,Watchog,Watchog,true,true,689
506,Lillipup,Lillipup,true,true,690
507,Herdier,Herdier,true,true,691
508,Stoutland,Stoutland,true,true,692
509,Purrloin,Purrloin,true,true,693
510,Liepard,Liepard,true,true,694
511,Pansage,Pansage,true,true,695
512,Simisage,Simisage,true,true,696
513,Pansear,Pansear,true,true,697
514,Simisear,Simisear,true,true,698
515,Panpour,Panpour,true,true,699
516,Simipour,Simipour,true,true,700
517,Munna,Munna,true,true,701
518,Musharna,Musharna,true,true,702
519,Pidove,Pidove,true,true,703
520,Tranquill,Tranquill,true,true,704
521,Unfezant,Unfezant,true,true,705
5095,Unfezant (Female),female/Unfezant,true,true,706
522,Blitzle,Blitzle,true,true,707
523,Zebstrika,Zebstrika,true,true,708
524,Roggenrola,Roggenrola,true,true,709
525,Boldore,Boldore,true,true,710
526,Gigalith,Gigalith,true,true,711
527,Woobat,Woobat,true,true,712
528,Swoobat,Swoobat,true,true,713
529,Drilbur,Drilbur,true,true,714
530,Excadrill,Excadrill,true,true,715
531,Audino,Audino,true,true,716
7008,Mega Audino,Audino-Mega,false,false,10078
532,Timburr,Timburr,true,true,717
533,Gurdurr,Gurdurr,true,true,718
534,Conkeldurr,Conkeldurr,true,true,719
535,Tympole,Tympole,true,true,720
536,Palpitoad,Palpitoad,true,true,721
537,Seismitoad,Seismitoad,true,true,722
538,Throh,Throh,true,true,723
539,Sawk,Sawk,true,true,724
540,Sewaddle,Sewaddle,true,true,725
541,Swadloon,Swadloon,true,true,726
542,Leavanny,Leavanny,true,true,727
543,Venipede,Venipede,true,true,728
544,Whirlipede,Whirlipede,true,true,729
545,Scolipede,Scolipede,true,true,730
546,Cottonee,Cottonee,true,true,731
547,Whimsicott,Whimsicott,true,true,732
548,Petilil,Petilil,true,true,733
549,Lilligant,Lilligant,true,true,734
550,Basculin (Red),Basculin,true,true,735
6001,Basculin (Blue),Basculin-Blue-Striped,true,true,736
551,Sandile,Sandile,true,true,737
552,Krokorok,Krokorok,true,true,738
553,Krookodile,Krookodile,true,true,739
554,Darumaka,Darumaka,true,true,740
8503,Galarian Darumaka,Darumaka-Galar,true,true,741
555,Darmanitan,Darmanitan,true,true,742
8502,Galarian Darmanitan,Darmanitan-Galar,true,true,743
556,Maractus,Maractus,true,true,744
557,Dwebble,Dwebble,true,true,745
558,Crustle,Crustle,true,true,746
559,Scraggy,Scraggy,true,true,747
560,Scrafty,Scrafty,true,true,748
561,Sigilyph,Sigilyph,true,true,749
562,Yamask,Yamask,true,true,750
8514,Galarian Yamask,Yamask-Galar,true,true,751
563,Cofagrigus,Cofagrigus,true,true,752
564,Tirtouga,Tirtouga,true,true,753
565,Carracosta,Carracosta,true,true,754
566,Archen,Archen,true,true,755
567,Archeops,Archeops,true,true,756
568,Trubbish,Trubbish,true,true,757
569,Garbodor,Garbodor,true,true,758
7513,G-Max Garbodor,Garbodor-Gmax,true,true,759
570,Zorua,Zorua,true,true,760
571,Zoroark,Zoroark,true,true,761
572,Minccino,Minccino,true,true,762
573,Cinccino,Cinccino,true,true,763
574,Gothita,Gothita,true,true,764
575,Gothorita,Gothorita,true,true,765
576,Gothitelle,Gothitelle,true,true,766
577,Solosis,Solosis,true,true,767
578,Duosion,Duosion,true,true,768
579,Reuniclus,Reuniclus,true,true,769
580,Ducklett,Ducklett,true,true,770
581,Swanna,Swanna,true,true,771
582,Vanillite,Vanillite,true,true,772
583,Vanillish,Vanillish,true,true,773
584,Vanilluxe,Vanilluxe,true,true,774
585,Deerling (Spring),Deerling,true,true,775
6007,Deerling (Summer),Deerling-Summer,true,true,776
6008,Deerling (Autumn),Deerling-Autumn,true,true,777
6009,Deerling (Winter),Deerling-Winter,true,true,778
586,Sawsbuck (Spring),Sawsbuck,true,true,779
6076,Sawsbuck (Summer),Sawsbuck-Summer,true,true,780
6077,Sawsbuck (Autumn),Sawsbuck-Autumn,true,true,781
6078,Sawsbuck (Winter),Sawsbuck-Winter,true,true,782
587,Emolga,Emolga,true,true,783
588,Karrablast,Karrablast,true,true,784
589,Escavalier,Escavalier,true,true,785
590,Foongus,Foongus,true,true,786
591,Amoonguss,Amoonguss,true,true,787
592,Frillish,Frillish,true,true,788
5096,Frillish (Female),female/Frillish,true,true,789
593,Jellicent,Jellicent,true,true,790
5097,Jellicent (Female),female/Jellicent,true,true,791
594,Alomomola,Alomomola,true,true,792
595,Joltik,Joltik,true,true,793
596,Galvantula,Galvantula,true,true,794
597,Ferroseed,Ferroseed,true,true,795
598,Ferrothorn,Ferrothorn,true,true,796
599,Klink,Klink,true,true,797
600,Klang,Klang,true,true,798
601,Klinklang,Klinklang,true,true,799
602,Tynamo,Tynamo,true,true,800
603,Eelektrik,Eelektrik,true,true,801
604,Eelektross,Eelektross,true,true,802
605,Elgyem,Elgyem,true,true,803
606,Beheeyem,Beheeyem,true,true,804
607,Litwick,Litwick,true,true,805
608,Lampent,Lampent,true,true,806
609,Chandelure,Chandelure,true,true,807
610,Axew,Axew,true,true,808
611,Fraxure,Fraxure,true,true,809
612,Haxorus,Haxorus,true,true,810
613,Cubchoo,Cubchoo,true,true,811
614,Beartic,Beartic,true,true,812
615,Cryogonal,Cryogonal,true,true,813
616,Shelmet,Shelmet,true,true,814
617,Accelgor,Accelgor,true,true,815
618,Stunfisk,Stunfisk,true,true,816
8512,Galarian Stunfisk,Stunfisk-Galar,true,true,817
619,Mienfoo,Mienfoo,true,true,818
620,Mienshao,Mienshao,true,true,819
621,Druddigon,Druddigon,true,true,820
622,Golett,Golett,true,true,821
623,Golurk,Golurk,true,true,822
624,Pawniard,Pawniard,true,true,823
625,Bisharp,Bisharp,true,true,824
626,Bouffalant,Bouffalant,true,true,825
627,Rufflet,Rufflet,true,true,826
628,Braviary,Braviary,true,true,827
629,Vullaby,Vullaby,true,true,828
630,Mandibuzz,Mandibuzz,true,true,829
631,Heatmor,Heatmor,true,true,830
632,Durant,Durant,true,true,831
633,Deino,Deino,true,true,832
634,Zweilous,Zweilous,true,true,833
635,Hydreigon,Hydreigon,true,true,834
636,Larvesta,Larvesta,true,true,835
637,Volcarona,Volcarona,true,true,836
638,Cobalion,Cobalion,true,true,837
639,Terrakion,Terrakion,true,true,838
640,Virizion,Virizion,true,true,839
641,Tornadus (Incarnate),Tornadus,true,true,840
6082,Tornadus (Therian),Tornadus-Therian,true,true,841
642,Thundurus (Incarnate),Thundurus,true,true,842
6081,Thundurus (Therian),Thundurus-Therian,true,true,843
643,Reshiram,Reshiram,true,true,844
644,Zekrom,Zekrom,true,true,845
645,Landorus (Incarnate),Landorus,true,true,846
6036,Landorus (Therian),Landorus-Therian,true,true,847
646,Kyurem,Kyurem,true,true,848
6034,Black Kyurem (Kyurem),Kyurem-Black,true,true,849
6093,Black Kyurem (Zekrom),Kyurem-Black,true,true,850
6035,White Kyurem (Kyurem),Kyurem-White,true,true,851
6094,White Kyurem (Reshiram),Kyurem-White,true,true,852
647,Keldeo,Keldeo,true,true,853
6033,Keldeo (Resolute),Keldeo-Resolute,true,true,854
648,Meloetta (Aria),Meloetta,true,true,855
6040,Meloetta (Pirouette),Meloetta-Pirouette,true,true,856
649,Genesect,Genesect,true,true,857
650,Chespin,Chespin,true,true,858
651,Quilladin,Quilladin,true,true,859
652,Chesnaught,Chesnaught,true,true,860
653,Fennekin,Fennekin,true,true,861
654,Braixen,Braixen,true,true,862
655,Delphox,Delphox,true,true,863
656,Froakie,Froakie,true,true,864
657,Frogadier,Frogadier,true,true,865
658,Greninja,Greninja,true,true,866
6031,Ash Greninja,Greninja-Ash,true,true,867
659,Bunnelby,Bunnelby,true,true,868
660,Diggersby,Diggersby,true,true,869
661,Fletchling,Fletchling,true,true,870
662,Fletchinder,Fletchinder,true,true,871
663,Talonflame,Talonflame,true,true,872
664,Scatterbug,Scatterbug,true,true,873
665,Spewpa,Spewpa,true,true,874
666,Vivillon,Vivillon,true,true,875
9501,Vivillon - Archipelago,vivillon-archipelago,false,false,10079
9502,Vivillon - Continental,vivillon-continental,false,false,10080
9503,Vivillon - Elegant,vivillon-elegant,false,false,10081
9504,Vivillon - Fancy,vivillon-fancy,false,false,10082
9505,Vivillon - Garden,vivillon-garden,false,false,10083
9506,Vivillon - High - Plains,vivillon-high-plains,false,false,10084
9507,Vivillon - Icy - Snow,vivillon-icy-snow,false,false,10085
9508,Vivillon - Jungle,vivillon-jungle,false,false,10086
9509,Vivillon - Marine,vivillon-marine,false,false,10087
9510,Vivillon - Modern,vivillon-modern,false,false,10088
9511,Vivillon - Monsoon,vivillon-monsoon,false,false,10089
9512,Vivillon - Ocean,vivillon-ocean,false,false,10090
9513,Vivillon - Poke - Ball,vivillon-poke-ball,false,false,10091
9514,Vivillon - Polar,vivillon-polar,false,false,10092
9515,Vivillon - River,vivillon-river,false,false,10093
9516,Vivillon - Sandstorm,vivillon-sandstorm,false,false,10094
9517,Vivillon - Savanna,vivillon-savanna,false,false,10095
9518,Vivillon - Sun,vivillon-sun,false,false,10096
9519,Vivillon - Tundra,vivillon-tundra,false,false,10097
667,Litleo,Litleo,true,true,876
668,Pyroar,Pyroar,true,true,877
5098,Pyroar (Female),female/Pyroar,true,true,878
669,Flabebe (Red),Flabebe,true,true,879
6014,Flabebe (Blue),Flabebe-Blue,true,true,880
6015,Flabebe (Orange),Flabebe-Orange,true,true,881
6016,Flabebe (White),Flabebe-White,true,true,882
6017,Flabebe (Yellow),Flabebe-Yellow,true,true,883
670,Floette (Red),Floette,true,true,884
6018,Floette (Blue),Floette-Blue,true,true,885
6019,Floette (Orange),Floette-Orange,true,true,886
6020,Floette (White),Floette-White,true,true,887
6021,Floette (Yellow),Floette-Yellow,true,true,888
671,Florges (Red),Florges,true,true,889
6022,Florges (Blue),Florges-Blue,true,true,890
6023,Florges (Orange),Florges-Orange,true,true,891
6024,Florges (White),Florges-White,true,true,892
6025,Florges (Yellow),Florges-Yellow,true,true,893
672,Skiddo,Skiddo,true,true,894
673,Gogoat,Gogoat,true,true,895
674,Pancham,Pancham,true,true,896
675,Pangoro,Pangoro,true,true,897
676,Furfrou,Furfrou,true,true,898
677,Espurr,Espurr,true,true,899
678,Meowstic,Meowstic,true,true,900
5099,Meowstic (Female),female/Meowstic,true,true,901
679,Honedge,Honedge,true,true,902
680,Doublade,Doublade,true,true,903
681,Aegislash,Aegislash,true,true,904
682,Spritzee,Spritzee,true,true,905
683,Aromatisse,Aromatisse,true,true,906
684,Swirlix,Swirlix,true,true,907
685,Slurpuff,Slurpuff,true,true,908
686,Inkay,Inkay,true,true,909
687,Malamar,Malamar,true,true,910
688,Binacle,Binacle,true,true,911
689,Barbaracle,Barbaracle,true,true,912
690,Skrelp,Skrelp,true,true,913
691,Dragalge,Dragalge,true,true,914
692,Clauncher,Clauncher,true,true,915
693,Clawitzer,Clawitzer,true,true,916
694,Helioptile,Helioptile,true,true,917
695,Heliolisk,Heliolisk,true,true,918
696,Tyrunt,Tyrunt,true,true,919
697,Tyrantrum,Tyrantrum,true,true,920
698,Amaura,Amaura,true,true,921
699,Aurorus,Aurorus,true,true,922
700,Sylveon,Sylveon,true,true,923
701,Hawlucha,Hawlucha,true,true,924
702,Dedenne,Dedenne,true,true,925
703,Carbink,Carbink,true,true,926
704,Goomy,Goomy,true,true,927
705,Sliggoo,Sliggoo,true,true,928
706,Goodra,Goodra,true,true,929
707,Klefki,Klefki,true,true,930
708,Phantump,Phantump,true,true,931
709,Trevenant,Trevenant,true,true,932
6069,Pumpkaboo (Small),Pumpkaboo-Small,true,true,933
710,Pumpkaboo (Average),Pumpkaboo,true,true,934
6068,Pumpkaboo (Large),Pumpkaboo-Large,true,true,935
6070,Pumpkaboo (Super),Pumpkaboo-Super,true,true,936
6029,Gourgeist (Small),Gourgeist-Small,true,true,937
711,Gourgeist (Average),Gourgeist,true,true,938
6028,Gourgeist (Large),Gourgeist-Large,true,true,939
6030,Gourgeist (Super),Gourgeist-Super,true,true,940
712,Bergmite,Bergmite,true,true,941
713,Avalugg,Avalugg,true,true,942
714,Noibat,Noibat,true,true,943
715,Noivern,Noivern,true,true,944
716,Xerneas,Xerneas,true,true,945
717,Yveltal,Yveltal,true,true,946
6089,10% Zygarde,Zygarde-10,true,true,947
718,50% Zygarde,Zygarde,true,true,948
6090,Complete Zygarde,Zygarde-Complete,true,true,949
719,Diancie,Diancie,true,true,950
7016,Mega Diancie,Diancie-Mega,false,false,10098
720,Hoopa,Hoopa,true,true,951
6032,Hoopa Unbound,Hoopa-Unbound,true,true,952
721,Volcanion,Volcanion,true,true,953
722,Rowlet,Rowlet,true,true,954
723,Dartrix,Dartrix,true,true,955
724,Decidueye,Decidueye,true,true,956
725,Litten,Litten,true,true,957
726,Torracat,Torracat,true,true,958
727,Incineroar,Incineroar,true,true,959
728,Popplio,Popplio,true,true,960
729,Brionne,Brionne,true,true,961
730,Primarina,Primarina,true,true,962
731,Pikipek,Pikipek,true,true,963
732,Trumbeak,Trumbeak,true,true,964
733,Toucannon,Toucannon,true,true,965
734,Yungoos,Yungoos,true,true,966
735,Gumshoos,Gumshoos,true,true,967
736,Grubbin,Grubbin,true,true,968
737,Charjabug,Charjabug,true,true,969
738,Vikavolt,Vikavolt,true,true,970
739,Crabrawler,Crabrawler,true,true,971
740,Crabominable,Crabominable,true,true,972
741,Baile Oricorio,Oricorio,true,true,973
6050,Pau Oricorio,Oricorio-Pau,true,true,974
6051,Pom Pom Oricorio,Oricorio-Pom-Pom,true,true,975
6052,Sensu Oricorio,Oricorio-Sensu,true,true,976
742,Cutiefly,Cutiefly,true,true,977
743,Ribombee,Ribombee,true,true,978
744,Rockruff,Rockruff,true,true,979
745,Dawn Lycanroc,Lycanroc,true,true,980
6037,Midnight Lycanroc,Lycanroc-Midnight,true,true,981
6038,Dusk Lycanroc,Lycanroc-Dusk,true,true,982
746,Wishiwashi,Wishiwashi,true,true,983
747,Mareanie,Mareanie,true,true,984
748,Toxapex,Toxapex,true,true,985
749,Mudbray,Mudbray,true,true,986
750,Mudsdale,Mudsdale,true,true,987
751,Dewpider,Dewpider,true,true,988
752,Araquanid,Araquanid,true,true,989
753,Fomantis,Fomantis,true,true,990
754,Lurantis,Lurantis,true,true,991
755,Morelull,Morelull,true,true,992
756,Shiinotic,Shiinotic,true,true,993
757,Salandit,Salandit,true,true,994
758,Salazzle,Salazzle,true,true,995
759,Stufful,Stufful,true,true,996
760,Bewear,Bewear,true,true,997
761,Bounsweet,Bounsweet,true,true,998
762,Steenee,Steenee,true,true,999
763,Tsareena,Tsareena,true,true,1000
764,Comfey,Comfey,true,true,1001
765,Oranguru,Oranguru,true,true,1002
766,Passimian,Passimian,true,true,1003
767,Wimpod,Wimpod,true,true,1004
768,Golisopod,Golisopod,true,true,1005
769,Sandygast,Sandygast,true,true,1006
770,Palossand,Palossand,true,true,1007
771,Pyukumuku,Pyukumuku,true,true,1008
772,Type-Null,Type-Null,true,true,1009
773,Silvally,Silvally,true,true,1010
9301,Silvally - Bug,silvally-bug,false,false,10099
9302,Silvally - Dark,silvally-dark,false,false,10100
9303,Silvally - Dragon,silvally-dragon,false,false,10101
9304,Silvally - Electric,silvally-electric,false,false,10102
9305,Silvally - Fairy,silvally-fairy,false,false,10103
9306,Silvally - Fighting,silvally-fighting,false,false,10104
9307,Silvally - Fire,silvally-fire,false,false,10105
9308,Silvally - Flying,silvally-flying,false,false,10106
9309,Silvally - Ghost,silvally-ghost,false,false,10107
9310,Silvally - Grass,silvally-grass,false,false,10108
9311,Silvally - Ground,silvally-ground,false,false,10109
9312,Silvally - Ice,silvally-ice,false,false,10110
9313,Silvally - Poison,silvally-poison,false,false,10111
9314,Silvally - Psychic,silvally-psychic,false,false,10112
9315,Silvally - Rock,silvally-rock,false,false,10113
9316,Silvally - Steel,silvally-steel,false,false,10114
9317,Silvally - Water,silvally-water,false,false,10115
6045,Red Minior,Minior-Red,true,true,1011
6044,Orange Minior,Minior-Orange,true,true,1012
6047,Yellow Minior,Minior-Yellow,true,true,1013
6042,Green Minior,Minior-Green,true,true,1014
6041,Blue Minior,Minior-Blue,true,true,1015
6043,Indigo Minior,Minior-Indigo,true,true,1016
6046,Violet Minior,Minior-Violet,true,true,1017
775,Komala,Komala,true,true,1018
776,Turtonator,Turtonator,true,true,1019
777,Togedemaru,Togedemaru,true,true,1020
778,Mimikyu,Mimikyu,true,true,1021
779,Bruxish,Bruxish,true,true,1022
780,Drampa,Drampa,true,true,1023
781,Dhelmise,Dhelmise,true,true,1024
782,Jangmo-o,Jangmo-o,true,true,1025
783,Hakamo-o,Hakamo-o,true,true,1026
784,Kommo-o,Kommo-o,true,true,1027
785,Tapu-Koko,Tapu-Koko,true,true,1028
786,Tapu-Lele,Tapu-Lele,true,true,1029
787,Tapu-Bulu,Tapu-Bulu,true,true,1030
788,Tapu-Fini,Tapu-Fini,true,true,1031
789,Cosmog,Cosmog,true,true,1032
790,Cosmoem,Cosmoem,true,true,1033
791,Solgaleo,Solgaleo,true,true,1034
792,Lunala,Lunala,true,true,1035
793,Nihilego,Nihilego,true,true,1036
794,Buzzwole,Buzzwole,true,true,1037
795,Pheromosa,Pheromosa,true,true,1038
796,Xurkitree,Xurkitree,true,true,1039
797,Celesteela,Celesteela,true,true,1040
798,Kartana,Kartana,true,true,1041
799,Guzzlord,Guzzlord,true,true,1042
800,Necrozma,Necrozma,true,true,1043
6048,Dusk Mane Necrozma (Necrozma),Necrozma-Dusk,true,true,1044
6095,Dusk Mane Necrozma (Solgaleo),Necrozma-Dusk,true,true,1045
6049,Dawn Wings Necrozma (Necrozma),Necrozma-Dawn,true,true,1046
6096,Dawn Wings Necrozma (Lunala),Necrozma-Dawn,true,true,1047
801,Magearna,Magearna,true,true,1048
6039,Original Magearna,Magearna-Original,true,true,1049
802,Marshadow,Marshadow,true,true,1050
803,Poipole,Poipole,true,true,1051
804,Naganadel,Naganadel,true,true,1052
805,Stakataka,Stakataka,true,true,1053
806,Blacephalon,Blacephalon,true,true,1054
807,Zeraora,Zeraora,true,true,1055
808,Meltan,Meltan,true,true,1056
809,Melmetal,Melmetal,true,true,1057
810,Grookey,Grookey,true,true,1058
811,Thwackey,Thwackey,true,true,1059
812,Rillaboom,Rillaboom,true,true,1060
7525,G-Max Rillaboom,Rillaboom-Gmax,true,true,1061
813,Scorbunny,Scorbunny,true,true,1062
814,Raboot,Raboot,true,true,1063
815,Cinderace,Cinderace,true,true,1064
7505,G-Max Cinderace,Cinderace-Gmax,true,true,1065
816,Sobble,Sobble,true,true,1066
817,Drizzile,Drizzile,true,true,1067
818,Inteleon,Inteleon,true,true,1068
7518,G-Max Inteleon,Inteleon-Gmax,true,true,1069
819,Skwovet,Skwovet,true,true,1070
820,Greedent,Greedent,true,true,1071
821,Rookidee,Rookidee,true,true,1072
822,Corvisquire,Corvisquire,true,true,1073
823,Corviknight,Corviknight,true,true,1074
7508,G-Max Corviknight,Corviknight-Gmax,true,true,1075
824,Blipbug,Blipbug,true,true,1076
825,Dottler,Dottler,true,true,1077
826,Orbeetle,Orbeetle,true,true,1078
7523,G-Max Orbeetle,Orbeetle-Gmax,true,true,1079
827,Nickit,Nickit,true,true,1080
828,Thievul,Thievul,true,true,1081
829,Gossifleur,Gossifleur,true,true,1082
830,Eldegoss,Eldegoss,true,true,1083
831,Wooloo,Wooloo,true,true,1084
832,Dubwool,Dubwool,true,true,1085
833,Chewtle,Chewtle,true,true,1086
834,Drednaw,Drednaw,true,true,1087
7509,G-Max Drednaw,Drednaw-Gmax,true,true,1088
835,Yamper,Yamper,true,true,1089
836,Boltund,Boltund,true,true,1090
837,Rolycoly,Rolycoly,true,true,1091
838,Carkol,Carkol,true,true,1092
839,Coalossal,Coalossal,true,true,1093
7506,G-Max Coalossal,Coalossal-Gmax,true,true,1094
840,Applin,Applin,true,true,1095
841,Flapple,Flapple,true,true,1096
7512,G-Max Flapple,Flapple-Gmax,true,true,1097
842,Appletun,Appletun,true,true,1098
7512,G-Max Appletun,Flapple-Gmax,true,true,1099
843,Silicobra,Silicobra,true,true,1100
844,Sandaconda,Sandaconda,true,true,1101
7526,G-Max Sandaconda,Sandaconda-Gmax,true,true,1102
845,Cramorant,Cramorant,true,true,1103
846,Arrokuda,Arrokuda,true,true,1104
847,Barraskewda,Barraskewda,true,true,1105
848,Toxel,Toxel,true,true,1106
849,Amped Toxtricity,Toxtricity,true,true,1107
7528,G-Max Amped Toxtricity,Toxtricity-Gmax,true,true,1108
6083,Low Key Toxtricity,Toxtricity-Low-Key,true,true,1109
7533,G-Max Low Key Toxtricity,Toxtricity-Gmax,true,true,1110
850,Sizzlipede,Sizzlipede,true,true,1111
851,Centiskorch,Centiskorch,true,true,1112
7503,G-Max Centiskorch,Centiskorch-Gmax,true,true,1113
852,Clobbopus,Clobbopus,true,true,1114
853,Grapploct,Grapploct,true,true,1115
854,Phony Sinistea,Sinistea,true,true,1116
6099,Antique Sinistea,Sinistea,true,true,1117
855,Phony Polteageist,Polteageist,true,true,1118
6100,Antique Polteageist,Polteageist,true,true,1119
856,Hatenna,Hatenna,true,true,1120
857,Hattrem,Hattrem,true,true,1121
858,Hatterene,Hatterene,true,true,1122
7517,G-Max Hatterene,Hatterene-Gmax,true,true,1123
859,Impidimp,Impidimp,true,true,1124
860,Morgrem,Morgrem,true,true,1125
861,Grimmsnarl,Grimmsnarl,true,true,1126
7516,G-Max Grimmsnarl,Grimmsnarl-Gmax,true,true,1127
862,Obstagoon,Obstagoon,true,true,1128
863,Perrserker,Perrserker,true,true,1129
864,Cursola,Cursola,true,true,1130
865,Sirfetchd,Sirfetchd,true,true,1131
866,Mr-Rime,Mr-Rime,true,true,1132
867,Runerigus,Runerigus,true,true,1133
868,Milcery,Milcery,true,true,1134
869,Alcremie,Alcremie,true,true,1135
9001,Alcremie,alcremie-caramel-swirl-berry,true,true,1136
9002,Alcremie,alcremie-caramel-swirl-clover,true,true,1137
9003,Alcremie,alcremie-caramel-swirl-flower,true,true,1138
9004,Alcremie,alcremie-caramel-swirl-love,true,true,1139
9005,Alcremie,alcremie-caramel-swirl-ribbon,true,true,1140
9006,Alcremie,alcremie-caramel-swirl-star,true,true,1141
9007,Alcremie,alcremie-caramel-swirl-strawberry,true,true,1142
9008,Alcremie,alcremie-lemon-cream-berry,true,true,1143
9009,Alcremie,alcremie-lemon-cream-clover,true,true,1144
9010,Alcremie,alcremie-lemon-cream-flower,true,true,1145
9011,Alcremie,alcremie-lemon-cream-love,true,true,1146
9012,Alcremie,alcremie-lemon-cream-ribbon,true,true,1147
